Title,Subject,URLS,Reason,Paywalled,Notes
Artificial Intelligence-Enabled Medical Analysis for Intracranial Cerebral Hemorrhage Detection and Classification,(B/T) Data Science;(HSC) Medicine - Cardiovascular;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Regulatory Networks of Prognostic mRNAs in Pediatric Acute Myeloid Leukemia,(B/T) Data Science;(BLS) Genetics;(HSC) Medicine - Oncology;(HSC) Medicine - Pediatrics;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Research on Classroom Online Teaching Model of “Learning” Wisdom Music on Wireless Network under the Background of Artificial Intelligence,(B/T) Data Science;(B/T) Technology;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on Music Style Classification Based on Deep Learning,(B/T) Data Science;(HUM) Arts - Music;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Relationship between Volleyball Sports Nutrition Food and Sports Athletes’ Training and Physical Health Based on Medical Image Recognition,(B/T) Data Science;(HSC) Radiology/Imaging;(HSC) Sports Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Clinical Research of Orthopedic Trauma Based on Computer 3D Image Analysis,(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Orthopedics;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on Wushu Sports Feedback System Based on Real-Time Target Intelligent Tracking Video Processing,(B/T) Data Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on the Path of Network Opinion Expression in AI Environment for College Students,(B/T) Data Science;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on Application of Sports Training Performance Prediction Based on Convolutional Neural Network,(B/T) Data Science;(HSC) Sports Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Computational Technologies in Internet of Things and Big Data Technology for Physical Exercise Rehabilitation System,(B/T) Data Science;(B/T) Technology;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Prediction Model for Driver Reaction Time Based on PSO-BP Neural Network Model,(B/T) Data Science;(B/T) Technology;(B/T) Transportation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Data Mining Technology-Based English Listening Prediction Strategy and Its Training Approach,(B/T) Data Science;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
An Intelligent Teaching Strategy of Cross-Cultural Business Communication Course Based on Big Data,(B/T) Business - General;(B/T) Data Science;(SOC) Communications;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Hand Gesture of Recognition Pattern Analysis by Image Treatment Techniques,(B/T) Computer Science;(B/T) Data Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Footprint Extraction and Sports Dance Action Recognition Method Based on Artificial Intelligence Distributed Edge Computing,(B/T) Computer Science;(B/T) Data Science;(HSC) Sports Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Convolutional Neural Network and Computer Vision-Based Action Correction Method for Long-Distance Running Technology,(B/T) Data Science;(B/T) Technology;(HSC) Sports Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Simulation Research on the Palm Mechanism of Volleyball Robot Based on Artificial Intelligence and Ant Colony Optimization Algorithm,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(PHY) Engineering - General;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Legal Regulation of Artificial Intelligence and Digital Twin Decision-Making Risks in Mobile Edge Computing,(B/T) Data Science;(B/T) Technology;(SOC) Law/Legal Issues;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Recognition Method of Matching Error between Dance Action and Music Beat Based on Data Mining,(B/T) Data Science;(HUM) Arts - General;(HUM) Arts - Music;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Data Analysis Deep Learning Research on Spatiotemporal Preposition Construction Network,(B/T) Data Science;(SOC) Linguistics;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on Music Content Recognition and Recommendation Technology Based on Deep Learning,(B/T) Data Science;(HUM) Arts - Music;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
MEMS Sensors in Tennis Teaching and Training under the Background of Big Data Intelligent Communication,(B/T) Data Science;(B/T) Technology;(HSC) Sports Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Recognition of Hitting Action in Cyclic Anaerobic Volleyball by Acute Cooling Based on Improved Spatiotemporal Graph Convolutional Network,(B/T) Data Science;(HSC) Sports Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Machine Learning-Enabled Development of Model for Japanese Film Industry,(B/T) Data Science;(HUM) Arts - Film Studies;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Harr-NMF Feature Extraction for Multilevel Educational Technology Teaching Big Data System,(B/T) Data Science;(B/T) Technology;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Research on the Contribution of Electronic Commerce to Economic Development: An Empirical Analysis Based on Artificial Neural Network,(B/T) Business - Economics;(B/T) Business - Marketing;(B/T) Data Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Technical Research on Moving Target Monitoring and Intelligent Tracking Algorithm Based on Machine Vision,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Exploring the Medication Pattern of Chinese Medicine for Peptic Ulcer Based on Data Mining,(B/T) Data Science;(HSC) Medicine - Alternative;(HSC) Medicine - Gastroenterology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Vehicle Detection for Vision-Based Intelligent Transportation Systems Using Convolutional Neural Network Algorithm,(B/T) Data Science;(B/T) Technology;(B/T) Transportation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Dilemma and Countermeasures of English Teaching Reform Based on Multiculturalism in the Context of Big Data and Wireless Communication,(B/T) Data Science;(B/T) Technology;(SOC) Communications;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Construction of a Physical and Medical Care Integrated Model for the Elderly in the Community Based on Artificial Intelligence and Machine Learning,(B/T) Data Science;(HSC) Medicine - Geriatric;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Athlete Gait Feature Recognition Method Based on Multisource Sensing Information,(B/T) Data Science;(HSC) Sports Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Analysis of the Effect of Robots in the Treatment of Pancreatic Cancer Based on Smart Medicine,(B/T) Data Science;(HSC) Medicine - Oncology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,See also: https://pubpeer.com/publications/2184158114EB35394358AC700A912D
RNN Neural Network Model for Chinese-Korean Translation Learning,(B/T) Data Science;(SOC) Education;(SOC) Linguistics;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Breast Cancer Classification Prediction Based on Ultrasonic Image Feature Recognition,(B/T) Data Science;(HSC) Medicine - Oncology;(HSC) Medicine - Pathology;(HSC) Radiology/Imaging;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,See also: https://pubpeer.com/publications/05777DEA77FF860257FDCAEB9455CD
Research on Badminton Player’s Step Training Model Based on Big Data and IoT Networks,(B/T) Data Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Multifeature Fusion Human Pose Tracking Algorithm Based on Motion Image Analysis,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Adaptive Integration Algorithm of Sports Event Network Marketing Data Based on Big Data,(B/T) Business - Marketing;(B/T) Data Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on Lung Ultrasound Image Classification Based on Compressed Sensing,(B/T) Data Science;(HSC) Medicine - Pulmonology;(HSC) Radiology/Imaging;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Construction of the “Internet Plus” Community Smart Elderly Care Service Platform,(B/T) Data Science;(B/T) Technology;(HSC) Medicine - Geriatric;(HSC) Medicine - Nursing;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
The Innovative Development of Russian Modern Oil Painting under the Background of Internet of Things and Artificial Intelligence,(B/T) Data Science;(B/T) Technology;(HUM) Arts - General;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on a Good Life and Coordinated Development Based on Intelligent Communication and k-Means Algorithm,(B/T) Computer Science;(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Informatization Teaching Mode of Vision Sensor Digital Image and Fusion Association Rule Mining Algorithm,(B/T) Computer Science;(B/T) Data Science;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Machine Learning-Based Improvement of Musical Digital Processing Technology on Musical Performance,(B/T) Data Science;(B/T) Technology;(HUM) Arts - Music;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Prevention and Detection Research of Intelligent Sports Rehabilitation under the Background of Artificial Intelligence,(B/T) Data Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Biometric Recognition of Finger Knuckle Print Based on the Fusion of Global Features and Local Features,(B/T) Data Science;(B/T) Technology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Early Detection of Medical Image Analysis by Using Machine Learning Method,(B/T) Data Science;(HSC) Radiology/Imaging;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);Upgrade/Update of Prior Notice(s);,No,
Investigation of Influencing Factors on the Prevalence of Retinopathy in Diabetic Patients Based on Medical Big Data,(B/T) Data Science;(HSC) Medicine - Diabetes;(HSC) Medicine - Ophthalmology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
A Real-Time Medical Ventilation on Heart Failure Analysis Based on Sleep Apnea Snore and Meta-Analysis,(B/T) Data Science;(HSC) Medicine - Cardiovascular;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Artificial Intelligence Technique of Synthesis and Characterizations for Measurement of Optical Particles in Medical Devices,(B/T) Data Science;(B/T) Technology;(HSC) Medicine - General;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Event Scene Method of Legal Domain Knowledge Map Based on Neural Network Hybrid Model,(B/T) Data Science;(SOC) Law/Legal Issues;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Novel Multirole-Oriented Deep Learning Text Classification Model,(B/T) Data Science;(SOC) Communications;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Research on Modeling and Dynamic Characteristics of Complex Biological Neural Network Model considering BP Neural Network Method,(B/T) Computer Science;(B/T) Data Science;(BLS) Biology - General;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Logistics Service Supply Chain Model Applying Artificial Intelligence and Big Data Analysis,(B/T) Data Science;(B/T) Technology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
A Graph Neural Network (GNN) Algorithm for Constructing the Evolution Process of Rural Settlement Morphology,(B/T) Data Science;(B/T) Urban Planning;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Infrastructure Smart Service System Based on Big Data Information System,(B/T) Data Science;(B/T) Technology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Spread of Online Public Opinion of Animal Epidemic Emergency: A Case Study of the H7N9 Incident Based on Healthcare Data Analytics,(B/T) Data Science;(HSC) Biostatistics/Epidemiology;(HSC) Public Health and Safety;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
The Relationship between the Degree of Urban Intelligence and the Performance of Enterprises in the City Based on Artificial Intelligence and Soft Computing,(B/T) Business - Management;(B/T) Data Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
The Construction of Sports Health Management Model Based on Deep Learning,(B/T) Data Science;(HSC) Sports Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Data Mining and Analysis of Management Theory on the Emotional Recognition of Students’ Physical Fitness Improvement,(B/T) Business - Management;(B/T) Data Science;(SOC) Education;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
A Coordinated and Optimized Mechanism of Artificial Intelligence for Student Management by College Counselors Based on Big Data,(B/T) Business - Management;(B/T) Data Science;(SOC) Education;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
An Empirical Study on the Impact of Customer Purchase Intention Based on Factor Analysis and Structural Equation Model,(B/T) Business - Marketing;(B/T) Computer Science;(B/T) Data Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Travel Time Estimation by Learning Driving Habits and Traffic Conditions,(B/T) Data Science;(B/T) Transportation;(B/T) Urban Planning;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Effectiveness of VR Technology Based on Artificial Intelligence and Big Data in Overcoming Psychological Barriers in Taekwondo Practical Learning,(B/T) Data Science;(B/T) Technology;(SOC) Psychology;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Attitude Monitoring Algorithm for Volleyball Sports Training Based on Machine Learning in the Context of Artificial Intelligence,(B/T) Data Science;(B/T) Technology;(HSC) Sports Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Application of Internet of Things Artificial Intelligence and Knowledge Innovation System in Table Tennis Teaching and Training,(B/T) Data Science;(B/T) Technology;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Feature Extraction and Identification of Calligraphy Style Based on Dual Channel Convolution Network,(B/T) Data Science;(HUM) Arts - General;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Studying the Effects of Cold Plasma Phosphorus Using Physiological and Digital Image Processing Techniques,(B/T) Data Science;(HSC) Medicine - Cardiovascular;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
The Construction and Development of App Application Platform for Public Information Products of Urban Grand Media in the Context of Artificial Intelligence,(B/T) Data Science;(B/T) Technology;(HSC) Public Health and Safety;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Intelligent Diagnosis of Cervical Cancer Based on Data Mining Algorithm,(B/T) Data Science;(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Oncology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Effective of Smart Mathematical Model by Machine Learning Classifier On Big Data in Healthcare Fast Response,(B/T) Data Science;(HSC) Medicine - General;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;Objections by Author(s);,No,
Value Analysis of Using Urinary Microalbumin in Artificial Intelligence Medical Institutions to Detect Early Renal Damage in Diabetes,(B/T) Data Science;(BLS) Biology - Molecular;(HSC) Medicine - Diabetes;(HSC) Medicine - Urology/Nephrology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/;https://retractionwatch.com/2023/04/05/wiley-and-hindawi-to-retract-1200-more-papers-for-compromised-peer-review/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,See also: https://pubpeer.com/publications/69A8C4FE0E58051192C7C135862674
Design and Application of BP Neural Network Optimization Method Based on SIWSPSO Algorithm,(B/T) Computer Science;(B/T) Data Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Hybrid Algorithm for English Translation Speech Recognition Based on Deep Learning Model and Clustering,(B/T) Computer Science;(B/T) Data Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
The Architecture of College Psychological Teaching Management System Based on Data Mining Technology,(B/T) Data Science;(B/T) Technology;(SOC) Education;(SOC) Psychology;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
Complexity Graph-Based Multilabel Classification Method of Human Action in Rope Skipping Scene,(B/T) Data Science;(SOC) Sports and Recreation;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
An Improved Data Mining Model for Predicting the Impact of Economic Fluctuations,(B/T) Business - Economics;(B/T) Data Science;,https://retractionwatch.com/2022/09/28/exclusive-hindawi-and-wiley-to-retract-over-500-papers-linked-to-peer-review-rings/,Concerns/Issues with Peer Review;Investigation by Journal/Publisher;,No,
